0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0
0,0,0,195,154,158,232,163,225,176,263,195,183,263,216,0,0
0,0,0,0,109,0,0,113,0,0,0,0,0,0,0,0,0
0,195,0,0,117,0,0,122,154,0,170,0,0,0,0,0,0
0,154,109,117,0,103,0,105,128,0,139,0,0,0,124,0,0
0,158,0,0,103,0,0,106,130,0,0,0,0,0,0,0,0
0,232,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0
0,163,113,122,105,106,0,0,133,0,145,0,0,0,130,0,0
218,225,0,154,128,130,176,133,0,142,193,154,146,193,167,117,0
0,176,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0
0,263,0,170,139,0,0,145,193,0,0,171,161,220,186,0,0
0,195,0,0,0,0,0,0,154,0,171,0,0,0,0,0,0
0,183,0,0,0,0,0,0,146,0,161,0,0,0,0,0,0
0,263,0,0,0,0,0,0,193,0,220,0,0,0,0,0,0
0,216,0,0,124,0,0,130,167,0,186,0,0,0,0,114,0
0,0,0,0,0,0,0,0,117,0,0,0,0,0,114,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
